FacName,FacStreet,FacCity,FacState,RegistryID,FacSNCFlg,FacQtrsWithNC,FacInspectionCount,FacFormalActionCount,FacMapFlg,SupOver80CountUsDisp,"DFR URL"
"JORDAN LANE AUTO AND TRUCK SAL","3350 HWY 53",HUNTSVILLE,AL,110006652737,Y,11,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006652737
"JORDAN MACHINE COMPANY","355 CLOW LANE",BIRMINGHAM,AL,110006548450,Y,7,0,0,Y,13,https://echo.epa.gov/detailed-facility-report?fid=110006548450
"JORDANTOWN WESLEYAN CHURCH","5410 JORDANTOWN RD",VINTON,VA,110070599941,Y,4,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070599941
"JORDY N JAX BBQ",,,,110051882352,Y,9,0,0,N,,https://echo.epa.gov/detailed-facility-report?fid=110051882352
"JOS LEVIN AND SON","2863 E SLAUSON AVE","HUNTINGTON PARK",CA,110070478760,Y,4,1,0,Y,11,https://echo.epa.gov/detailed-facility-report?fid=110070478760
"JOSEPH J BRUNNER INC/BRUNNER LANDFILL","211 BRUNNER ROAD",ZELIENOPLE,PA,110010373835,Y,3,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010373835
"JOSEPH MCCOLLOUGH","244 WILLIAMSBURG",CABOT,AR,110070823985,Y,10,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070823985
"JOSEPH MCCORMICK CONSTRUCTION COMPANY, INC.","1507 WESLEY AVE",WESLEYVILLE,PA,110001012797,Y,2,1,0,Y,10,https://echo.epa.gov/detailed-facility-report?fid=110001012797
"JOSEPHS GOURMET PASTA COMPANY","262 PRIMROSE STREET",HAVERHILL,MA,110070044831,Y,9,0,1,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110070044831
"JOSH DENSON PRIVATE SEWAGE DISPOSAL SYSTEM","879 COUNTY ROAD 3600 EAST",NEOGA,IL,110070867131,Y,7,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070867131
"JOSH SLATTERY PRIVATE SEWAGE DISPOSAL SYSTEM","3505 W MINE RD",VERONA,IL,110070893034,Y,7,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070893034
"JOSH THANE","2200 N. MOSLEY RD",TEXARKANA,AR,110070234090,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070234090
"JOSHUA A PARENTI & ANNA C BRODE-PARENTI","343 LAUREL RUN RD.","BRUCETON MILLS",WV,110070263272,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070263272
"JOST TRAILER PARK WWTF","ROUTE 1",CUBA,MO,110009871558,Y,9,1,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110009871558
"JOSÉ APONTE DE LA TORRE AIRPORT (RVR)","CARR. 3 ANTIGUA BASE ROOSEVELT ROADS",CEIBA,PR,110071221928,Y,3,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110071221928
"JOURNEY VENTURES PIT","24819 CR 58",GREELEY,CO,110067191407,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110067191407
"JOY GLOBAL HOMER CITY FAC","610 LUCERNE RD","HOMER CITY",PA,110064319483,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110064319483
"JOYA CHILD & FAMILY DEVELOPMENT","1016 N SUPERIOR ST",SPOKANE,WA,110071177014,Y,4,0,0,Y,11,https://echo.epa.gov/detailed-facility-report?fid=110071177014
"JOYCE WALLS","9 PLUMMER HILL DR",PLUMERVILLE,AR,110066861612,Y,11,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110066861612
"JOYCELYN SEWER ASSOC INC","13285 JOYCELYN LN",WALKER,LA,110011173363,Y,6,1,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110011173363
"JP MORGAN CHASE TOWER","2200 ROSS AVE STE 3860",DALLAS,TX,110005118586,Y,4,1,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110005118586
"JPE HARDWOOD LUMBER INC","694 PENNSBORO INDUSTRIAL PARK ROAD",PENNSBORO,WV,110010871903,Y,12,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110010871903
"JR SIMPLOT CO",,,WA,110050646360,Y,12,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110050646360
"JR SIMPLOT CO","16777 S HOWLAND RD",LATHROP,CA,110000485109,Y,12,9,23,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110000485109
"JSB 2424 NORTH CAUSEWAY, LLC","2410 CAUSEWAY FRONTAGE RD",COVINGTON,LA,110020843195,Y,10,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110020843195
"JT MARINE INC","2301 SE HIDDEN WAY STE 100",VANCOUVER,WA,110015568027,Y,12,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110015568027
"JTS TRUCKING LLC","940 PORTWOOD DRIVE",ALBERTVILLE,AL,110067183844,Y,11,1,0,Y,10,https://echo.epa.gov/detailed-facility-report?fid=110067183844
"JUAN ASENCIO",,,PR,110013045784,Y,8,0,0,Y,T,https://echo.epa.gov/detailed-facility-report?fid=110013045784
"JUANA DIAZ MUNICIPAL LANDFILL","PR-510 KM 4.0","JUANA DIAZ",PR,110043976837,Y,11,1,0,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110043976837
"JUANITA DRIVE NE PED BIKE SAFETY PROJECT",UNSPECIFIED,KENMORE,WA,110071179610,Y,4,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071179610
"JUBAN COURT CONDOMINIUMS","8447 FLORIDA BLVD, #7A","DENHAM SPRINGS",LA,110037489900,Y,10,1,2,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110037489900
"JUBILEE VENTURE","CR 17 AND 102","MOFFAT COUNTY",CO,110069421245,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110069421245
"JUDITH BASIN COUNTY FARMS LTD","342 SALE BARN DRIVE",HOBSON,MT,110063711746,Y,11,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110063711746
"JUDSON WILEY & SONS INC","404 S MAIN ST",WASHINGTON,PA,110060127198,Y,2,1,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110060127198
"JUDSONS INC STORMWATER DISCHARGE S01","AUSTINVILLE RD","COLUMBIA CROSS ROADS",PA,110024882411,Y,2,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110024882411
"JUDY BOWLBY PRIVATE SEWAGE DISPOSAL SYSTEM","375 BRIAN LANE",DAWSON,IL,110070672602,Y,8,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070672602
"JUDY K S KOUNTRY KITCHEN",,,TX,110049755136,Y,11,0,1,Y,,https://echo.epa.gov/detailed-facility-report?fid=110049755136
"JUDY LYNN MHP",,,WV,110012844119,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110012844119
"JULESBURG TOWN OF","NE1/4 S33, T12N, R44W",JULESBURG,CO,110010054216,Y,11,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010054216
"JULIAETTA CITY WATER",ID-3,JULIAETTA,ID,110013075803,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110013075803
"JULIE VIPOND PRIVATE SEWAGE DISPOSAL SYSTEM","1310 CUMBERLAND ST",JEWETT,IL,110071144044,Y,4,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110071144044
"JULIO S AND MARIA I ALONSO DBA A-1","22831 HWY 16 S","VON ORMY",TX,110032961034,Y,12,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110032961034
"JUMP BRANCH MINE NO. 1","1969 YESHUA ACRES RD",WELCH,WV,110069995787,Y,12,2,1,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110069995787
"JUMPING BASS COVE WWTF","238 JUMPING BASS COVE ROAD",ROACH,MO,110070792919,Y,10,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070792919
"JUMPING BRANCH ELEMENTARY SCHOOL","116 MAIN STREET",HINTON,WV,110010623726,Y,12,1,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110010623726
JUMPTOWN,"31 C ST",ORANGE,MA,110064875158,Y,4,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110064875158
"JUMPY MANS INDUSTRIAL CLEANING LLC","605 N POLK ST",MOROCCO,IN,110067416638,Y,3,1,1,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110067416638
"JUNCOS MUNICIPAL LANDFILL","BREWSTER RD GURABO ABAJO",JUNCOS,PR,110015666563,Y,12,2,0,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110015666563
"JUNCOS MUNICIPAL LANDFILL","ROAD 9185, KM. 1.0 WARD GURABO ABAJO",JUNCOS,PR,110067187109,Y,7,0,0,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110067187109
"JUNCTION CITY, CITY OF (MS4)",UNKNOWN,"JUNCTION CITY",KS,110070500661,Y,8,2,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110070500661
"JUNCTION OUTPOST, LLC WWTF","760 HWY 22 EAST",STURGEON,MO,110015975809,Y,8,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110015975809
"JUNIATA CONCRETE CO - MIFFLINTOWN PLANT 2","721 SMITH ROAD",MIFFLINTOWN,PA,110057368003,Y,8,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110057368003
"JUNIATA CONCRETE CO - NEWPORT PLANT 3","2320 KEYSTONE WAY",NEWPORT,PA,110001090916,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110001090916
"JUNIATA CONCRETE COMPANY","1 SILVERSAND AVE",LEWISTOWN,PA,110001086654,Y,2,1,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110001086654
"JUNIOR TOWN OF","RIVER ROAD",JUNIOR,WV,110010851916,Y,8,1,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110010851916
"JUNIPER M-1 WELL",UNKNOWN,UNKNOWN,WY,110064597253,Y,10,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110064597253
"JUNIPER SPECIALTY PRODUCTS LLC- WESTLAKE FACILITY","950 I-10 WEST",WESTLAKE,LA,110070065689,Y,10,0,0,Y,9,https://echo.epa.gov/detailed-facility-report?fid=110070065689
"JUNK CAR'S M & S, CORP","2200 SW 56TH AVE","WEST PARK",FL,110071062277,Y,12,1,1,Y,8,https://echo.epa.gov/detailed-facility-report?fid=110071062277
"JUPITER HOLDINGS, LLC","WV RT 85 PO BOX 70","BOB WHITE",WV,110015681225,Y,11,4,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110015681225
"JUPITER SULPHUR LLC","200 JUPITER PKY.","PONCA CITY",OK,110000455757,Y,12,2,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110000455757
"JUPITER SURFACE MINE","5701 CRANE CREEK ROAD",ROCK,WV,110070162222,Y,8,3,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110070162222
"JUSTESEN INDUSTRIES","1090 YEW AVE",BLAINE,WA,110002150519,Y,12,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110002150519
"JUSTICE NO. 1 DEEP MINE, JUSTICE MINE, BULL CREEK AIR SHAFT","RT. 85",MADISON,WV,110010857634,Y,11,4,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110010857634
"JUSTICE PSD","JUSTICE HOLLOW RD",JUSTICE,WV,110010597522,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110010597522
"JUSTICE QUARRY","MP112 HWY 12",GLENOMA,WA,110060375124,Y,5,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110060375124
"JUSTIN REED/ALEXANDRIA REED","156 BLUE BAYOU ESTATES",NASHVILLE,AR,110069258626,Y,10,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110069258626
"JUSTIN ROBINSON ATU","1015 NICK SPRINGS ROAD","EL DORADO",AR,110071328086,Y,3,0,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110071328086
"JUSTUS HAZEL RESIDENCES STP","4939 OLD LESTER FORK RD",GRUNDY,VA,110070597353,Y,10,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110070597353
"JUSTUS HERBERT H AND PAMELA S RESIDENCES STP","1379 PUNCHEON CAMP RD",HURLEY,VA,110070602358,Y,10,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110070602358
"JVISFH, LLC","23944 FREEWAY PARK DRIVE","FARMINGTN HLS",MI,110056440409,Y,12,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110056440409
"JW ALUMINUM","435 OLD MOUNT HOLLY RD","GOOSE CREEK",SC,110017416090,Y,10,3,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110017416090
"JY RECYCLING","301 S. CECIL STREET",HOBBS,NM,110071324915,Y,2,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110071324915
"K & R BUTCHERING LLC","37122 BETHEL CHURCH RD",FORTUNA,MO,110071311912,Y,3,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110071311912
"K AND  W AUTO WASH LLC","567 NO FRANKLIN ST",CHRISTIANSBURG,VA,110070562840,Y,4,1,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110070562840
"K AND K LIVESTOCK","113 MACKLEY ROAD",SANDERS,MT,110012748759,Y,12,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110012748759
"K J WILLIAMS CONCRETE CO, INC","15213 MCMULLEN HWY",CRESAPTOWN,MD,110055099003,Y,11,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110055099003
"K VAYS STP","2271 MARS HILL RD",IRWIN,PA,110010959784,Y,12,8,2,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010959784
"K&A EXACAVATING CO INC","2204 RT 130","SOUTH BRUNSWICK TWP",NJ,110031685273,Y,12,1,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110031685273
"K&H RECYCLING","12807 AL-157",VINEMONT,AL,110071346150,Y,3,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110071346150
"K&R OPERATING LLC - CARENCRO","4727 NW EVANGELINE THRWY",CARENCRO,LA,110012673428,Y,11,0,0,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110012673428
"K-B SUBDIVISION WATER SERVICE ASSOCIATION","35075 RAVENWOOD ST",SOLDOTNA,AK,110012958308,Y,11,0,2,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110012958308
"KAARS INC","2 PARKER AVE","TRENTON CITY",NJ,110070213472,Y,12,3,1,Y,8,https://echo.epa.gov/detailed-facility-report?fid=110070213472
"KABLE BULK PLANT","11066 MIDDLEWAY PIKE","CHARLES TOWN",WV,110010850533,Y,9,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010850533
"KABLER RESIDENCE","10438 SHERWOOD MANOR DRIVE","SAINT MICHAELS",MD,110032593049,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110032593049
"KAHLOTUS WATER SYSTEM","E WASHINGTON ST AND S MARYLAND AVE",KAHLOTUS,WA,110013029533,Y,11,0,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110013029533
"KAHOKA FAST STOP EXPRESS","HWY 136 & HWY 81",KAHOKA,MO,110031276401,Y,11,0,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110031276401
"KAHOKA QUARRY","RURAL ROUTE 3",KAHOKA,MO,110017996542,Y,8,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110017996542
"KAILUA 7TH-DAY ADVENTIST CHURCH","2728 PALI HWY",HONOLULU,HI,110001412588,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110001412588
"KAISER ALUMINUM SITE","3400 TAYLOR WAY",TACOMA,WA,110070225877,Y,11,3,0,Y,9,https://echo.epa.gov/detailed-facility-report?fid=110070225877
"KAISER ALUMINUM WARRICK","4000 W STATE ROAD 66",NEWBURGH,IN,110071062751,Y,7,3,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071062751
"KAISER FOUNDATION HOSPITAL","1777 W. YOSEMITE AVE",MANTECA,CA,110021306870,Y,12,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110021306870
"KAISER PERMANENTE SAN MARCOS","400 CRAVEN RD","SAN MARCOS",CA,110044965339,Y,12,4,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110044965339
"KAJUN TRUCK PLAZA","640 A.O. RAPPALET RD","GOLDEN MEADOW",LA,110021031578,Y,12,0,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110021031578
"KAKE MUNICIPAL WATER","WATER TANK RD",KAKE,AK,110013239664,Y,11,0,0,Y,I,https://echo.epa.gov/detailed-facility-report?fid=110013239664
"KAKTOVIK WWTF","HULA HULA AVE",KAKTOVIK,AK,110030898544,Y,11,1,0,Y,I,https://echo.epa.gov/detailed-facility-report?fid=110030898544
"KALAMA QUARRY","460 KALAMA RIVER RD",KALAMA,WA,110040114747,Y,3,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110040114747
"KALIDA STP","RURAL RTE NO 2",KALIDA,OH,110008607016,Y,11,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110008607016
"KALYUMET CAMPGROUND","8630 MIOLA RD",LUCINDA,PA,110000977532,Y,9,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110000977532
"KAMCO LLC","MIDDLE FORK RICHLAND RD",ROSSLAND,KY,110009742332,Y,7,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110009742332
"KAMCO LLC","KY 577",CHESTNUTBURG,KY,110024585091,Y,2,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110024585091
"KAMCO LLC","KY 1189 & US 25",FARISTON,KY,110045054025,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110045054025
"KAMCO LLC [861-0545]","KY 11 & SWAN POND RD",SWANPOND,KY,110067373675,Y,2,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110067373675
"KAMCO LLC [861-0553]","HUBBS CR RD & W BRANCH RD","BRYANTS STORE",KY,110055259241,Y,2,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110055259241
"KAMIN LLC - MIDGA LANDFILL","1277 DEDRICK RD","MC INTYRE",GA,110070864187,Y,2,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070864187
"KAMPF APTS","930 INSTITUTE RD",ROME,OH,110071363636,Y,4,0,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110071363636
"KANAKUK KAMPS BRANSON SWIMMING POOLS","1353 LAKESHORE DR",BRANSON,MO,110070110005,Y,12,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070110005
"KANAKUK KAMPS LAMPE SWIMMING POOLS","K 20 DR",LAMPE,MO,110070109976,Y,7,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070109976
"KANAWHA COUNTY SOLID WASTE AUTHORITY RECYCLING CENTER","600 SLACK STREET",CHARLESTON,WV,110010870101,Y,11,1,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110010870101
"KANAWHA FALLS PSD","ROUTE 61",DEEPWATER,WV,110002321425,Y,12,3,1,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110002321425
"KANAWHA FALLS PSD-TREATMENT PLANT",,"GAULEY BRIDGE",WV,110013051357,Y,11,1,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110013051357
"KANAWHA RIVER CAMPGROUND",,,WV,110063356201,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110063356201
"KANCO METALS - PHILADELPHIA FACILITY","4601 BATH ST",PHILADELPHIA,PA,110064028065,Y,12,2,1,Y,9,https://echo.epa.gov/detailed-facility-report?fid=110064028065
"KANEOHE BAY MCAF",UNKNOWN,KANEOHE,HI,110038010504,Y,5,1,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110038010504
"KANGAS ROAD PROJECT","207 KANGAS RD",TOLEDO,WA,110036134206,Y,7,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110036134206
"KANIK CREEK QUARRY",UNKNOWN,BUCKLAND,AK,110070815469,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070815469
"KANKAKEE RIVER STATE PK CAMPGROUND STP","ROUTE 102 NORTH",BOURBONNAIS,IL,110009985105,Y,10,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009985105
"KANKAKEE, COUNTY OF","189 COURT ST",KANKAKEE,IL,110017706053,Y,12,1,0,Y,9,https://echo.epa.gov/detailed-facility-report?fid=110017706053
"KANSAS CITY (PLANT NO.20) WWTP","2443 S. 88TH ST.","KANSAS CITY",KS,110038934375,Y,5,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110038934375
"KANSAS CITY SOUTHERN RAILWAY CO - IMPOUNDMENTS & DEBRIS SITE","4601 BLANCHARD RD.",SHREVEPORT,LA,110001374441,Y,6,0,0,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110001374441
"KANSAS WTP","115 CHERRY AVENUE",KANSAS,IL,110006770342,Y,6,0,2,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006770342
"KANTNER IRON & STEEL INC SITE 1","4891 LINCOLN HWY",STOYSTOWN,PA,110001090881,Y,2,2,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110001090881
"KANTNER IRON & STEEL INC SITE 1","4891 LINCOLN HWY",STOYSTOWN,PA,110054980259,Y,2,1,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110054980259
"KAPSTONE CHARLESTON KRAFT LLC HAMPTON CH IP MILL","1382 ELM ST W",HAMPTON,SC,110012706900,Y,1,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110012706900
"KARDOES RUBBER CO INC","1061 INDUSTRIAL BOULEVARD",LAFAYETTE,AL,110000369743,Y,11,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110000369743
"KARL KOFOID PRIVATE SEWAGE DISPOSAL SYSTEM","20012 ALISON TRAIL",MOKENA,IL,110070891862,Y,7,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070891862
"KARMAN RUBBER CO","2331 COPLEY RD",AKRON,OH,110002111660,Y,6,1,1,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110002111660
KASHIA,"3535 INDUSTRIAL DRIVE, SUITE B-2","SANTA ROSA",CA,110012938429,Y,11,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110012938429
"KASSON ELEM/MIDDLE SCHOOL","19 KASSON ROAD",MOATSVILLE,WV,110010877499,Y,12,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010877499
"KASUBICK MINE","44 SUNFLOWER LN",HOUTZDALE,PA,110070053620,Y,4,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110070053620
"KASZUBA & SONS AUTO RECYCLING","15 OAK AVE","NEW GRETNA",NJ,110031826139,Y,12,5,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110031826139
"KATHRYN ARNOLD PRIVATE SEWAGE DISPOSAL SYSTEM","836 IRONWOOD DRIVE",OTTAWA,IL,110071076718,Y,6,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071076718
"KATHY BECNEL HAIR DESIGN","947 BAYOU RD.",THIBODAUX,LA,110032829768,Y,10,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110032829768
"KATHY STANKEE PRIVATE SEWAGE DISPOSAL SYSTEM","14839 VANS RD",FULTON,IL,110070885374,Y,6,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070885374
"KATIE COAL PREPARATION PLANT","1345 ELKRIDGE RD.",POWELLTON,WV,110069997436,Y,9,5,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110069997436
"KATIE MEADOWS PRELIMINARY PLAT",UNSPECIFIED,ELLENSBURG,WA,110071403581,Y,1,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071403581
"KATONAH -LEWISBORO UFSD #1","DISTRICT WIDE",KATONAH,NY,110044277911,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110044277911
"KATY MHP","KATY ROAD",FAIRMONT,WV,110010880369,Y,12,0,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110010880369
"KAUFMAN REAL ESTATE DELPHI PIT","2200 LLOYD ST SW",OLYMPIA,WA,110015554942,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110015554942
"KAUFMAN TRAILER PARK","TWP RD 466",NASHVILLE,OH,110037938337,Y,12,2,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110037938337
"KAUTEX INCORPORATED","210 GREEN DRIVE",AVILLA,IN,110012023201,Y,2,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110012023201
"KAWNEER CO INC","500 E 12TH ST",BLOOMSBURG,PA,110000334451,Y,2,6,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110000334451
"KAY COUNTY RWD #2",,,OK,110012845715,Y,11,3,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110012845715
"KAY'S PLACE RESTAURANT","5552 STATE RTE 193",KINGSVILLE,OH,110056409998,Y,11,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110056409998
"KAYENTA WWTF","1 M EAST OF KAYENTA",KAYENTA,AZ,110010062699,Y,12,1,0,Y,I,https://echo.epa.gov/detailed-facility-report?fid=110010062699
"KAYFORD SOUTH SURFACE MINE","SHAFFER ROAD",MADISON,WV,110069567463,Y,11,4,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110069567463
"KBL PROPERTY LLC","226 OLD PRESTON HWY N",SHEPHERDSVILLE,KY,110006748467,Y,9,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006748467
"KCC FARMS","2630 ROCKS ROAD","FOREST HILL",MD,110041927467,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110041927467
"KCZ ENTERPRISES LTD DBA KENS AUTO BODY","14330 MAIN MARKET",BURTON,OH,110004668752,Y,6,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110004668752
"KD SURFACE MINE NO. 1","RUSH CREEK ROAD, P.O. BOX 4386",CHARLESTON,WV,110069591301,Y,11,12,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110069591301
"KD SURFACE MINE NO. 2","1915 WIGMORE STREET",JACKSONVILLE,FL,110069994703,Y,11,11,0,Y,11,https://echo.epa.gov/detailed-facility-report?fid=110069994703
"KDOT - WABAUNSEE CO. REST AREA I-70","1 MILE EAST OF PAXICO EXIT",PAXICO,KS,110009967722,Y,5,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009967722
"KEARNY TOWN","402 KEARNY AVENUE",KEARNY,NJ,110006705592,Y,12,7,1,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110006705592
"KEATCHIE WATER SYSTEM",,KEATCHIE,LA,110012894626,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110012894626
